?id,opportunity_name,type,active,probability,expected_revenue,recurring_revenue,priority,date_deadline,date_open,date_closed,date_conversion,create_date,write_date,stage_name,stage_sequence,partner_name,partner_email,partner_phone,partner_mobile,partner_street,partner_city,partner_zip,partner_country,lead_contact_name,email_from,phone,mobile,street,city,zip,lead_country,assigned_user_login,assigned_user_name,sales_team,tags,lost_reason,campaign,medium,source
786,"Oportunidad - Transporte Rápido / Molina, Rebeca",opportunity,t,62.00,158234.14,0.0,0,2026-05-25,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""New""}",1,,,,,,,,,Transporte Rápido,rebeca.molina@transportera.com,+52 81 6255-5407,+1 305 1272-1524,"Av. Revolución #556, Int. 29",Los Ángeles,70078,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
787,"Oportunidad - CloudBase Inc / Sánchez, Eduardo",opportunity,t,100.00,81244.43,0.0,2,2026-08-06,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Won""}",70,,,,,,,,,CloudBase Inc,eduardo.sanche@cloudbaseinc.com,+1 305 6449-9642,+57 1 4715-9774,"Callejón Ángel García #872, Int. 6",Hermosillo,40317,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
788,"Oportunidad - Energía Renovable SA / Ríos, Laura",opportunity,t,6.00,120729.3,0.0,0,2026-07-25,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Qualified""}",2,,,,,,,,,Energía Renovable SA,laura.rios@energiarenov.org,+57 1 7597-3598,+52 55 6659-7821,"Av. Lázaro Cárdenas #396, Int. 19",Hermosillo,65165,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
789,"Oportunidad - TechSolutions Inc / Vargas, Diego",opportunity,t,21.00,369087.95,0.0,2,2026-06-04,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Proposition""}",3,,,,,,,,,TechSolutions Inc,diego.vargas@techsolution.com,+52 81 1272-2912,+1 305 0782-0682,"Blvd. del Valle #6, Int. 22",Torreón,90762,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
790,"Oportunidad - Importadora del Sur / Martínez, Ximena",opportunity,t,87.00,91493.22,0.0,1,2026-04-13,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Qualified""}",2,,,,,,,,,Importadora del Sur,ximena.martin@importadorad.org,+52 33 5884-0028,+1 305 1152-3650,"Calle Héroe de Nacozari #532, Int. 15",Madrid,94119,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
791,"Oportunidad - Plásticos Industriales / Lara, Eduardo",opportunity,t,14.00,482546.79,0.0,3,2026-05-27,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Proposition""}",3,,,,,,,,,Plásticos Industriales,eduardo.lara@plasticosind.com.mx,+52 81 2140-1281,+57 1 7925-8023,"Callejón Ángel García #457, Int. 32",Monterrey,60887,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
792,"Oportunidad - Transporte Rápido / Rodríguez, Miguel",opportunity,t,81.00,369821.52,0.0,1,2026-06-17,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""New""}",1,,,,,,,,,Transporte Rápido,miguel.rodrig@transportera.net,+34 91 0153-9602,+52 33 2768-9683,"Av. Lázaro Cárdenas #456, Int. 23",Juárez,62670,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
793,"Oportunidad - Software Factory / Campos, Sergio",opportunity,f,0.00,372723.3,0.0,3,2026-04-03,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Proposition""}",3,,,,,,,,,Software Factory,sergio.campos@softwarefact.org,+1 305 4429-8908,+52 55 6085-2519,"Paseo de la Constitución #941, Int. 45",Caracas,65204,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
794,"Oportunidad - Grupo Empresarial Norte / Cruz, Isabel",opportunity,f,0.00,289279.93,0.0,2,2026-03-17,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Qualified""}",2,,,,,,,,,Grupo Empresarial Norte,isabel.cruz@grupoempresa.mx,+34 91 1753-4070,+34 91 6881-5820,"Calle Héroe de Nacozari #849, Int. 3",Mexicali,70342,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
795,"Oportunidad - Turismo y Hospitalidad / Peña, Sofía",opportunity,t,65.00,443931.98,0.0,2,2026-06-29,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Won""}",70,,,,,,,,,Turismo y Hospitalidad,sofia.pena@turismoyhosp.mx,+34 91 0993-4372,+52 55 4312-2388,"Av. Reforma #759, Int. 34",Saltillo,63577,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
796,"Oportunidad - Agro Exportadora / Aguilar, Alejandro",opportunity,t,35.00,331651.24,0.0,2,2026-08-21,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Proposition""}",3,,,,,,,,,Agro Exportadora,alejandro.aguila@agroexportad.com,+52 81 3034-6758,+1 305 3516-3765,"Calle Héroe de Nacozari #838, Int. 39",Mexicali,29685,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
797,"Oportunidad - Limpieza Profesional / Medina, Susana",opportunity,t,65.00,337808.48,0.0,2,2026-07-20,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Won""}",70,,,,,,,,,Limpieza Profesional,susana.medina@limpiezaprof.net,+52 81 4303-7486,+57 1 3849-2294,"Av. Reforma #152, Int. 27",Zapopan,28106,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
798,"Oportunidad - Constructora del Pacífico / Campos, Lucía",opportunity,t,100.00,383795.31,0.0,1,2026-07-15,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Won""}",70,,,,,,,,,Constructora del Pacífico,lucia.campos@constructora.com.mx,+52 81 4841-8420,+34 91 1064-3561,"Blvd. del Valle #711, Int. 49",Aguascalientes,21414,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
799,"Oportunidad - Recursos Humanos Plus / Rivera, Adriana",opportunity,t,100.00,411677.68,0.0,0,2026-03-10,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Won""}",70,,,,,,,,,Recursos Humanos Plus,adriana.rivera@recursoshuma.net,+1 305 5080-8874,+34 91 9819-8024,"Calzada Independencia #900, Int. 4",Chihuahua,36486,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
800,"Oportunidad - BetaWorks / Ramos, Laura",opportunity,t,93.00,237872.78,0.0,1,2026-03-03,2026-03-01 16:59:10.873359,,,2026-03-01 16:59:10.873359,2026-03-01 16:59:10.873359,"{""en_US"": ""Proposition""}",3,,,,,,,,,BetaWorks,laura.ramos@betaworks.org,+52 55 5938-7770,+52 81 3340-6006,"Calle Héroe de Nacozari #406, Int. 29",Torreón,27520,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
801,"Oportunidad - Catering Ejecutivo / Romero, Lucía",opportunity,f,0.00,286855.01,0.0,0,2026-06-17,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Catering Ejecutivo,lucia.romero@cateringejec.com.mx,+34 91 5908-5415,+1 305 7782-2718,"Blvd. del Valle #183, Int. 39",Chihuahua,71034,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
802,"Oportunidad - AlphaDigital / Campos, Lorena",opportunity,t,13.00,367369.44,0.0,0,2026-03-04,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,AlphaDigital,lorena.campos@alphadigital.mx,+52 81 3303-5321,+34 91 1047-0690,"Av. Revolución #199, Int. 45",León,64506,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
803,"Oportunidad - TechSolutions Inc / Jiménez, Patricia",opportunity,f,0.00,12702.95,0.0,0,2026-03-30,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,TechSolutions Inc,patricia.jimene@techsolution.org,+1 305 8526-3140,+57 1 0688-6724,"Av. Lázaro Cárdenas #177, Int. 48",Mérida,59543,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
804,"Oportunidad - RetailMáx / Blanco, Rodrigo",opportunity,t,91.00,95374.48,0.0,0,2026-04-08,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,RetailMáx,rodrigo.blanco@retailmax.com,+1 305 6172-1214,+1 305 9852-5263,"Calle Álvaro Obregón #246, Int. 1",Bogotá,11985,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
805,"Oportunidad - Textiles Modernos / Medina, Sofía",opportunity,t,100.00,258754.89,0.0,0,2026-06-15,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Textiles Modernos,sofia.medina@textilesmode.org,+52 33 0511-9644,+1 305 6486-5690,"Calle Principal #775, Int. 19",Torreón,12130,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
806,"Oportunidad - FinServ Group / Romero, Lucía",opportunity,f,0.00,341011.54,0.0,0,2026-07-31,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,FinServ Group,lucia.romero@finservgroup.mx,+52 33 8474-5296,+52 55 7091-2124,"Calle Principal #284, Int. 46",Veracruz,81804,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
807,"Oportunidad - BetaWorks / Mendoza, Marco",opportunity,f,0.00,308413.71,0.0,2,2026-04-17,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,BetaWorks,marco.mendoz@betaworks.org,+52 33 0515-4067,+1 305 6298-8969,"Calle Principal #414, Int. 32",Cancún,76266,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
808,"Oportunidad - Marketing Digital Pro / Espinoza, Roberto",opportunity,t,24.00,202153.52,0.0,2,2026-04-14,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Marketing Digital Pro,roberto.espino@marketingdig.mx,+57 1 4756-7385,+1 305 2528-7064,"Blvd. del Valle #406, Int. 13",Saltillo,13249,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
809,"Oportunidad - NexGen Systems / Jiménez, Juan",opportunity,t,78.00,454882.32,0.0,2,2026-03-28,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,NexGen Systems,juan.jimene@nexgensystem.net,+34 91 5700-8019,+52 55 3228-6997,"Calle Héroe de Nacozari #608, Int. 19",Chihuahua,53553,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
810,"Oportunidad - Software Factory / Castillo, Raúl",opportunity,t,27.00,314426.89,0.0,0,2026-03-22,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Software Factory,raul.castil@softwarefact.com,+52 55 5587-4714,+57 1 0834-1170,"Blvd. del Valle #811, Int. 38",Buenos Aires,95488,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
811,"Oportunidad - Transporte Rápido / Ríos, Karla",opportunity,t,59.00,466527.23,0.0,3,2026-06-25,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Transporte Rápido,karla.rios@transportera.com,+1 305 6399-4269,+34 91 3565-1004,"Calle Héroe de Nacozari #362, Int. 4",Barcelona,81096,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
812,"Oportunidad - Alimentos del Valle / Medina, Rodrigo",opportunity,t,93.00,142733.77,0.0,0,2026-06-07,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,Alimentos del Valle,rodrigo.medina@alimentosdel.org,+52 55 4676-5159,+52 55 2100-1928,"Av. Revolución #947, Int. 21",Saltillo,43810,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
813,"Oportunidad - Logística Express / Reyes, Lorena",opportunity,t,69.00,224640.23,0.0,3,2026-04-03,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Logística Express,lorena.reyes@logisticaexp.com.mx,+52 81 7652-6357,+57 1 7902-8054,"Calle Principal #512, Int. 3",Monterrey,76927,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
814,"Oportunidad - MedTech Soluciones / Castillo, Fernando",opportunity,t,34.00,408782.52,0.0,3,2026-03-17,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,MedTech Soluciones,fernando.castil@medtechsoluc.com.mx,+52 33 7711-8700,+52 55 7686-9022,"Calle Álvaro Obregón #687, Int. 5",Buenos Aires,15096,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
815,"Oportunidad - Global Ventures / Núñez, Camila",opportunity,t,24.00,208270.64,0.0,1,2026-07-27,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Global Ventures,camila.nunez@globalventur.org,+34 91 7855-9572,+52 33 5303-5765,"Calzada Independencia #242, Int. 41",León,28770,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
816,"Oportunidad - Logística Express / Blanco, Verónica",opportunity,t,12.00,10979.9,0.0,3,2026-04-19,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Logística Express,veronica.blanco@logisticaexp.com.mx,+57 1 0862-2371,+52 81 2067-0060,"Paseo de la Constitución #691, Int. 9",Culiacán,49485,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
817,"Oportunidad - BetaWorks / Mendoza, Mónica",opportunity,t,100.00,259355.2,0.0,3,2026-08-24,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,BetaWorks,monica.mendoz@betaworks.net,+52 33 7938-5933,+34 91 5543-7462,"Calzada Independencia #763, Int. 9",Morelia,39848,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
818,"Oportunidad - Importadora del Sur / Ruiz, Claudia",opportunity,t,61.00,225866.5,0.0,3,2026-05-22,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Importadora del Sur,claudia.ruiz@importadorad.mx,+52 33 2006-6352,+52 33 6404-2237,"Calle Principal #724, Int. 20",Nueva York,56689,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
819,"Oportunidad - Servicios Integrales SA / Morales, Jorge",opportunity,t,54.00,433603.21,0.0,2,2026-07-19,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Servicios Integrales SA,jorge.morale@serviciosint.net,+52 81 5917-5452,+52 55 4122-9114,"Paseo de la Constitución #360, Int. 20",Puebla,28400,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
820,"Oportunidad - Logística Express / Martínez, Antonio",opportunity,t,22.00,32847.41,0.0,0,2026-06-12,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Logística Express,antonio.martin@logisticaexp.net,+52 33 9752-6529,+1 305 2673-2320,"Calle Principal #829, Int. 29",Zapopan,42743,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
821,"Oportunidad - Consulting Partners / Díaz, Sergio",opportunity,t,28.00,189061.58,0.0,2,2026-07-25,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Consulting Partners,sergio.diaz@consultingpa.net,+52 33 0556-1851,+52 33 0746-7947,"Blvd. del Valle #838, Int. 42",Miami,41074,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
822,"Oportunidad - Capital Partners MX / Navarro, Juan",opportunity,t,36.00,244805.63,0.0,1,2026-08-06,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Capital Partners MX,juan.navarr@capitalpartn.net,+52 33 8677-1590,+34 91 8155-5840,"Paseo de la Constitución #890, Int. 26",Lima,88161,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
823,"Oportunidad - Manufactura Avanzada / Romero, Roberto",opportunity,f,0.00,371063.88,0.0,3,2026-04-13,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,Manufactura Avanzada,roberto.romero@manufacturaa.org,+34 91 1084-9936,+52 33 3256-1401,"Av. Revolución #698, Int. 38",Mérida,83292,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
824,"Oportunidad - Recursos Humanos Plus / Ramírez, Isabel",opportunity,t,100.00,175214.64,0.0,2,2026-06-07,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Recursos Humanos Plus,isabel.ramire@recursoshuma.org,+52 33 9817-2021,+52 33 4042-4163,"Calle Álvaro Obregón #488, Int. 35",Aguascalientes,71523,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
825,"Oportunidad - Grupo Empresarial Norte / Rodríguez, Héctor",opportunity,t,29.00,427233.77,0.0,0,2026-07-05,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Grupo Empresarial Norte,hector.rodrig@grupoempresa.com.mx,+52 81 5360-2193,+1 305 4561-9193,"Calzada Independencia #162, Int. 31",Querétaro,88177,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
826,"Oportunidad - Eventos Corporativos SA / Molina, Lucía",opportunity,t,100.00,190003.34,0.0,1,2026-06-01,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Eventos Corporativos SA,lucia.molina@eventoscorpo.mx,+57 1 8702-5972,+52 81 1888-0440,"Av. Lázaro Cárdenas #13, Int. 29",Cancún,83252,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
827,"Oportunidad - Constructora del Pacífico / Ponce, Miguel",opportunity,t,71.00,445305.64,0.0,1,2026-04-13,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Constructora del Pacífico,miguel.ponce@constructora.org,+52 81 3237-2457,+52 33 8865-3888,"Av. Revolución #444, Int. 3",Hermosillo,47849,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
828,"Oportunidad - NexGen Systems / Peña, Carlos",opportunity,t,54.00,310054.38,0.0,2,2026-08-27,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,NexGen Systems,carlos.pena@nexgensystem.com,+1 305 8940-5540,+34 91 5866-9597,"Calle Héroe de Nacozari #72, Int. 31",Miami,71637,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
829,"Oportunidad - CloudBase Inc / Rivera, Elena",opportunity,t,90.00,228069.29,0.0,1,2026-04-11,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,CloudBase Inc,elena.rivera@cloudbaseinc.org,+1 305 0731-0100,+1 305 7887-2063,"Callejón Ángel García #604, Int. 33",Mérida,75093,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
830,"Oportunidad - FinServ Group / Pérez, Marco",opportunity,t,57.00,420630.86,0.0,0,2026-03-03,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,FinServ Group,marco.perez@finservgroup.mx,+34 91 5115-5521,+57 1 8988-8714,"Calle Álvaro Obregón #539, Int. 17",Tijuana,14681,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
831,"Oportunidad - Plásticos Industriales / Ponce, Alejandro",opportunity,t,53.00,282217.86,0.0,0,2026-05-09,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Plásticos Industriales,alejandro.ponce@plasticosind.com,+57 1 3259-9139,+52 33 7006-5166,"Calle Principal #782, Int. 45",Ciudad de México,20909,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
832,"Oportunidad - Constructora del Pacífico / González, Carlos",opportunity,t,77.00,385036.18,0.0,0,2026-05-04,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Constructora del Pacífico,carlos.gonzal@constructora.mx,+52 81 7479-5234,+34 91 7016-1945,"Paseo de la Constitución #145, Int. 18",Toluca,14406,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
833,"Oportunidad - Software Factory / Torres, Andrés",opportunity,t,25.00,193908.55,0.0,3,2026-05-01,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,Software Factory,andres.torres@softwarefact.net,+52 81 3243-1759,+52 55 9244-1309,"Calzada Independencia #292, Int. 11",Morelia,60514,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
834,"Oportunidad - Servicios Integrales SA / Ramírez, Marco",opportunity,t,84.00,206328.15,0.0,1,2026-08-12,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,Servicios Integrales SA,marco.ramire@serviciosint.com.mx,+52 81 1840-7762,+1 305 7928-4123,"Blvd. del Valle #122, Int. 32",Bogotá,26792,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
835,"Oportunidad - Bienes Raíces Élite / Molina, Carmen",opportunity,t,100.00,42929.86,0.0,2,2026-04-20,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Bienes Raíces Élite,carmen.molina@bienesraices.com,+52 33 2507-2953,+52 33 4558-1789,"Calzada Independencia #243, Int. 4",Acapulco,57077,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
836,"Oportunidad - Seguros Confianza / Blanco, Adriana",opportunity,t,31.00,201543.4,0.0,2,2026-04-30,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Seguros Confianza,adriana.blanco@segurosconfi.com.mx,+57 1 1626-6724,+57 1 5239-2437,"Av. Revolución #843, Int. 12",Tijuana,21411,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
837,"Oportunidad - TechSolutions Inc / Molina, Rodrigo",opportunity,t,100.00,47252.11,0.0,3,2026-04-23,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,TechSolutions Inc,rodrigo.molina@techsolution.mx,+52 55 5074-4138,+52 33 3863-7503,"Calle Álvaro Obregón #102, Int. 33",San Luis Potosí,96489,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
838,"Oportunidad - Diseño & Branding Co / Ortiz, Natalia",opportunity,t,87.00,373357.31,0.0,0,2026-04-19,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Diseño & Branding Co,natalia.ortiz@disenobrandi.com.mx,+1 305 2304-0720,+52 33 9304-5477,"Av. Revolución #577, Int. 14",Aguascalientes,23764,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
839,"Oportunidad - Importadora del Sur / García, Mónica",opportunity,t,100.00,420858.8,0.0,2,2026-03-16,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Importadora del Sur,monica.garcia@importadorad.net,+57 1 3942-7656,+52 55 3058-1733,"Paseo de la Constitución #751, Int. 14",León,69466,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
840,"Oportunidad - Distribuidora Central / Ortiz, Laura",opportunity,t,14.00,342358.41,0.0,1,2026-03-25,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,Distribuidora Central,laura.ortiz@distribuidor.net,+52 81 0323-3754,+52 55 1793-9937,"Callejón Ángel García #112, Int. 39",Caracas,61272,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
841,"Oportunidad - Alimentos del Valle / Pérez, Elena",opportunity,t,16.00,141387.19,0.0,0,2026-08-04,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Alimentos del Valle,elena.perez@alimentosdel.com,+57 1 4074-9799,+52 55 0424-7759,"Calle Principal #398, Int. 4",Mexicali,38273,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
842,"Oportunidad - DataSync Corp / Cabrera, Claudia",opportunity,t,93.00,159624.41,0.0,0,2026-05-05,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,DataSync Corp,claudia.cabrer@datasynccorp.mx,+52 55 9068-5372,+52 55 3240-2181,"Blvd. del Valle #164, Int. 43",Barcelona,64074,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
